总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测
五菱之光 2010款 1.0L基本型,五菱之光,2010款,1.10,3.60,2011-12,13.1万公里,株洲,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.0L 61马力 L4,5档手动变速箱(MT),客车,3730/1510/1860,2500,-,985,1.0,自然吸气,L4,61,85,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,155 R13LT,155 R13LT,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
大众凌渡 2015款 280TSI DSG舒适版,大众凌渡,2015款,14.60,20.00,2016-01,2.22万公里,广州,国五,自动,5840元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 150马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4598/1826/1425,2656,480-11,1365,1.4,涡轮增压,L4,150,250,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
现代途胜 2015款 1.6T 双离合两驱智能型,现代途胜,2015款,16.20,19.50,2016-08,1.55万公里,益阳,国四,自动,6480元（车价x4%，最低3500元） ,北京现代,紧凑型SUV,1.6T 177马力 L4,7档双离合变速箱(DCT),5门5座SUV,4475/1850/1660,2670,488,1541,1.6,涡轮增压,L4,177,265,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
东风小康K07S 2016款 1.0L 实用型DK10,东风小康K07S,2016款,1.70,3.00,2016-04,3.9万公里,邵阳,国四,手动,3000元（车价x4%，最低3000元） ,东风小康,微面,1.0L 68马力 L4,5档手动变速箱(MT),客车,4070/1560/1910,2760,-,-,1.0,自然吸气,L4,68,-,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧,盘式,鼓式,-,165/70 R14,165/70 R14,无/无,无/无,无/无,无,无,无,无,标配,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众高尔夫 2012款 2.0TSI GTI,大众高尔夫,2012款,15.50,25.60,2013-01,8.5万公里,湘潭,国四,自动,6200元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,2.0T 200马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4213/1786/1469,2578,350-13,1460,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0
大众途观 2012款 2.0TSI 舒适版(进口),大众途观,2012款,22.80,39.70,2014-04,4.35万公里,邵阳,国四,自动,9120元（车价x4%，最低3500元） ,大众(进口),紧凑型SUV,2.0T 170马力 L4,6档手自一体变速箱(AT),5门5座SUV,4433/1809/1703,2604,470-15,1744,2.0,涡轮增压,L4,170,280,汽油,95号,直喷,国四,全时四驱,电子液压助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
比亚迪F3 2015款 节能版 1.5L 手动舒适型,比亚迪F3,2015款,3.50,5.60,2016-01,2.94万公里,中山,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4605/1705/1490,2600,430,-,1.5,自然吸气,L4,109,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
奔驰C级 2011款 C 300 时尚型,奔驰C级,2011款,23.00,50.80,2013-04,8.39万公里,深圳,国四,自动,9200元（车价x4%，最低3500元） ,北京奔驰,中型车,3.0L 245马力 V6,7档手自一体变速箱(AT),4门5座三厢车,4591/1770/1444,2760,475,1570,3.0,自然吸气,V6,245,300,汽油,95号,多点电喷,国四,-,电子液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0
大众途安 2015款 1.4T 自动舒适版5座,大众途安,2015款,12.98,18.60,2016-07,2.5万公里,益阳,国四,自动,5192元（车价x4%，最低3500元） ,上汽大众,MPV,1.4T 131马力 L4,7档双离合变速箱(DCT),5门5座MPV,4395/1794/1658,2678,620-19,1550,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
雷克萨斯ES 2013款 300h 豪华版,雷克萨斯ES,2013款,28.00,54.20,2014-02,10.25万公里,湘潭,国四,自动,11200元（车价x4%，最低3500元） ,雷克萨斯,中大型车,2.5L 160马力 L4,无级变速档电子无级变速箱(E-CVT),4门5座三厢车,4900/1820/1450,2820,425,1690,2.5,自然吸气,L4,160,213,油电混合,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架+横向稳定杆,独立双连杆麦弗逊滑柱式带横向稳定杆,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
捷豹F-TYPE 2016款 3.0T 硬顶版,捷豹F-TYPE,2016款,63.00,86.60,2016-07,1.68万公里,桂林,国五,自动,25200元（车价x4%，最低3500元） ,捷豹,跑车,3.0T 340马力 V6,8档手自一体变速箱(AT),2门2座硬顶跑车,4470/1884/1297,2622,272,1577,3.0,机械增压,V6,340,450,汽油,95号,直喷,国五,-,电动助力,双叉臂式独立悬架,双叉臂式独立悬架,通风盘式,通风盘式,-,245/40 R19,275/35 R19,正常/正常,正常/无,正常/无,无,标配,无,标配,标配,标配,无,无,无,无,标配,无,标配/无,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
众泰云100 2014款 云100 舒适型,众泰云100,2014款,3.00,17.20,2015-08,3.6万公里,湘潭,国四,自动,3000元（车价x4%，最低3000元） ,众泰汽车,微型车,24马力 --,1档固定齿比变速箱,5门5座两厢车,3559/1620/1476,2360,-,968,交流 / 异步,锂离子电池,18,18,120,5年或10万公里,80,"快充1.5小时,慢充8小时",10,,电动助力,麦弗逊式独立悬架,拖曳臂式非独立悬架,通风盘式,鼓式,-,165/60 R14,165/60 R14,正常/正常,正常/正常,正常/正常,无,标配,标配,无,无,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,标配,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
奔驰S级 2012款 S 350 L 4MATIC Grand Edition(进口),奔驰S级,2012款,64.80,157.20,2013-09,2.75万公里,濮阳,国四,自动,25920元（车价x4%，最低3500元） ,奔驰(进口),大型车,3.5L 306马力 V6,7档手自一体变速箱(AT),4门5座三厢车,5230/1871/1485,3165,-,2113,3.5,自然吸气,V6,306,370,汽油,95号,直喷,国四,全时四驱,电子液压助力,AIRMATIC主动空气悬架,AIRMATIC主动空气悬架,通风盘式,通风盘式,-,255/45 R18,255/45 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
宝骏630 2013款 1.5L 手动精英型,宝骏630,2013款,3.28,8.40,2013-03,6.5万公里,郑州,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,紧凑型车,1.5L 112马力 L4,5档手动变速箱(MT),4门5座三厢车,4597/1736/1462,2640,445,1206,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2
奔腾B50 2012款 1.6L 手动限量版,奔腾B50,2012款,4.00,9.70,2013-09,10.8万公里,常德,国四,手动,3500元（车价x4%，最低3500元） ,一汽奔腾,紧凑型车,1.6L 103马力 L4,5档手动变速箱(MT),4门5座三厢车,4600/1785/1435,2675,450,-,1.6,自然吸气,L4,103,145,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0
江淮瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,江淮瑞风,2008款,3.10,11.50,2010-10,6.5万公里,阳江,国三,手动,3500元（车价x4%，最低3500元） ,江淮汽车,轻客,2.0L 129马力 L4,5档手动变速箱(MT),客车,5035/1820/1970,3080,-,-,2.0,自然吸气,L4,129,170,汽油,92号,多点电喷,国三,,液压助力,双横臂扭杆式独立悬挂,钢板弹簧非独立悬架,通风盘式,鼓式,-,215/70 R15,215/70 R15,无/无,无/无,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/无,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
雪铁龙爱丽舍 2016款 1.6L 手动时尚型,雪铁龙爱丽舍,2016款,5.98,9.10,2016-04,1.5万公里,娄底,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4427/1748/1476,2652,485,1150,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
大众捷达 2015款 1.6L 自动舒适型,大众捷达,2015款,6.98,11.80,2015-01,3.6万公里,石家庄,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1170,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
奔腾X80 2016款 2.0L 自动豪华型,奔腾X80,2016款,10.00,15.80,2015-06,2.2万公里,惠州,国四,自动,4000元（车价x4%，最低3500元） ,一汽奔腾,紧凑型SUV,2.0L 147马力 L4,6档手自一体变速箱(AT),5门5座SUV,4586/1820/1695,2675,398,1545,2.0,自然吸气,L4,147,184,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆悬架带横向稳定杆,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
日产NV200 2014款 1.6L 手动尊享型 国IV,日产NV200,2014款,8.00,12.60,2014-10,2.6万公里,沈阳,国四,手动,3500元（车价x4%，最低3500元） ,郑州日产,MPV,1.6L 124马力 L4,5档手动变速箱(MT),5门7座MPV,4400/1695/1847,2725,-,1375,1.6,自然吸气,L4,124,153,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,钢板弹簧非独立悬架,通风盘式,鼓式,-,165R14C,165R14C,正常/无,无/无,无/无,无,标配,无,标配,标配,无,无,无,无,无,无,标配,标配/无,标配,无,无,无,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
长安CX20 2011款 1.3L 手动运动版,长安CX20,2011款,2.28,6.00,2012-09,7.4万公里,益阳,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,小型车,1.3L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,3900/1710/1615,2450,-,1100,1.3,自然吸气,L4,86,110,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/55 R15,185/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
雪佛兰科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰科鲁兹,2015款,6.28,9.80,2015-11,3.8万公里,益阳,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.5L 113马力 L4,5档手动变速箱(MT),4门5座三厢车,4643/1797/1477,2685,461,1320,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
比亚迪S6 2014款 2.0L 手动豪华型 5座,比亚迪S6,2014款,5.30,8.70,2014-03,8.2万公里,岳阳,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.0L 140马力 L4,5档手动变速箱(MT),5门5座SUV,4810/1855/1680,2720,1084-2,1620,2.0,自然吸气,L4,140,186,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0
现代瑞纳 2010款 三厢 1.4L 手动舒适型GS,现代瑞纳,2010款,4.80,8.60,2014-01,7.65万公里,永州,国四,手动,3500元（车价x4%，最低3500元） ,北京现代,小型车,1.4L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4340/1700/1460,2570,454,1030,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
斯柯达昊锐 2012款 1.8TSI 自动优雅版,斯柯达昊锐,2012款,12.28,22.60,2013-12,7.9万公里,广州,国四,自动,4912元（车价x4%，最低3500元） ,上汽斯柯达,中型车,1.8T 160马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4838/1817/1462,2761,565-16,1530,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
雪佛兰科帕奇 2010款 3.2 AT 7座旗舰型(进口),雪佛兰科帕奇,2010款,9.98,29.90,2011-06,11.58万公里,天津,国四,自动,3992元（车价x4%，最低3500元） ,雪佛兰(进口),中型SUV,3.2L 230马力 V6,5档手自一体变速箱(AT),5门7座SUV,4635/1870/1755,2705,465-93,1805,3.2,自然吸气,V6,230,297,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,通风盘式,-,235/55 R18,235/55 R18,正常/正常,正常/无,正常/正常,无,标配,无,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1
