总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测
大众途观 2010款 2.0TSI 自动四驱旗舰版,大众途观,2010款,13.00,32.00,2011-01,8.8万公里,深圳,国四,自动,5200元（车价x4%，最低3500元） ,上汽大众,紧凑型SUV,2.0T 200马力 L4,6档手自一体变速箱(AT),5门5座SUV,4525/1809/1685,2684,400-15,1705,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,全时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,无,无,无,标配,无,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
大众速腾 2012款 1.4TSI 自动豪华型,大众速腾,2012款,11.20,18.20,2014-05,10.7万公里,哈尔滨,国四,自动,4480元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4644/1778/1482,2651,510,1380,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
现代悦动 2010款 1.6L AT GL,现代悦动,2010款,4.20,11.80,2010-10,13.69万公里,济南,国三,自动,3500元（车价x4%，最低3500元） ,北京现代,紧凑型车,1.6L 123马力 L4,4档自动变速箱(AT),4门5座三厢车,4542/1775/1490,2650,475,1279,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1
别克君威 2010款 2.0L 世博版,别克君威,2010款,8.30,22.10,2010-04,12万公里,济宁,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4830/1856/1484,2737,500,1555,2.0,自然吸气,L4,147,190,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
陆风X7 2015款 2.0T 全景尊贵版,陆风X7,2015款,10.88,15.20,2016-05,2.9万公里,烟台,国五,自动,4352元（车价x4%，最低3500元） ,陆风汽车,紧凑型SUV,2.0T 190马力 L4,8档手自一体变速箱(AT),5门5座SUV,4420/1910/1630,2670,-,1775,2.0,涡轮增压,L4,190,250,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,255/50 R19,255/50 R19,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,无,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
宝骏730 2014款 1.5L 手动标准型 7座,宝骏730,2014款,5.25,7.00,2015-10,2.3万公里,德州,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,MPV,1.5L 112马力 L4,5档手动变速箱(MT),5门7座MPV,4685/1785/1715,2750,-,-,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/55 R16,195/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
奔腾B70 2010款 2.0L 自动舒适型,奔腾B70,2010款,5.00,15.40,2011-01,6.5万公里,威海,国四,自动,3500元（车价x4%，最低3500元） ,一汽奔腾,中型车,2.0L 146马力 L4,5档手自一体变速箱(AT),4门5座三厢车,4705/1782/1465,2675,-,1460,2.0,自然吸气,L4,146,183,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,2
大众桑塔纳 2013款 1.6L 手动舒适版,大众桑塔纳,2013款,6.38,11.30,2013-05,11.8万公里,东营,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4473/1706/1469,2603,466,1120,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
五菱荣光 2011款 1.2L标准型,五菱荣光,2011款,1.65,7.90,2011-03,7.2万公里,驻马店,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 84马力 L4,5档手动变速箱(MT),客车,4035/1620/1900,2700,-,1150,1.2,自然吸气,L4,84,112,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0
现代悦动 2008款 1.6L AT GLS,现代悦动,2008款,3.58,13.00,2009-12,10万公里,广州,国四,自动,3500元（车价x4%，最低3500元） ,北京现代,紧凑型车,1.6L 112马力 L4,4档自动变速箱(AT),4门5座三厢车,4542/1775/1490,2650,475,1279,1.6,自然吸气,L4,112,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
大众CC 2015款 2.0TSI 豪华型,大众CC,2015款,20.10,30.80,2015-11,2.6万公里,烟台,国五,自动,8040元（车价x4%，最低3500元） ,一汽-大众,中型车,2.0T 200马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4812/1855/1417,2712,532,1550,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
东风风行菱智 2013款 M3 1.6L 7座标准型,东风风行菱智,2013款,4.18,7.30,2014-01,9.7万公里,济南,国四,手动,3500元（车价x4%，最低3500元） ,东风风行,MPV,1.6L 113马力 L4,5档手动变速箱(MT),4门7座MPV,4645/1695/1940,2800,-,-,1.6,自然吸气,L4,113,138,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架,钢板弹簧非独立悬架,通风盘式,鼓式,-,195/65 R15,195/65 R15,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1
东风小康K17 2009款 1.0L基本型BG10-01,东风小康K17,2009款,0.70,3.40,2010-05,12万公里,烟台,国四,手动,2500元（车价x4%，最低2500元） ,东风小康,微面,1.0L 69马力 L4,5档手动变速箱(MT),客车,3640/1560/1925,2360,-,985,1.0,自然吸气,L4,69,88,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,155 R13LT,155 R13LT,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1
大众夏朗 2014款 2.0TSI 标配型(进口),大众夏朗,2014款,20.00,32.80,2014-08,6.8万公里,长春,国五,自动,8000元（车价x4%，最低3500元） ,大众(进口),MPV,2.0T 200马力 L4,6档双离合变速箱(DCT),5门7座MPV,4854/1904/1740,2920,300-22,1871,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,无,标配,标配,标配,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2
宝马5系 2011款 535Li 行政型,宝马5系,2011款,34.50,85.90,2011-05,13.8万公里,锡林郭勒盟,国四,自动,13800元（车价x4%，最低3500元） ,华晨宝马,中大型车,3.0T 306马力 L6,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1471,3108,520,1935,3.0,涡轮增压,L6,306,400,汽油,95号,直喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,245/45 R18,245/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
海马福美来 2010款 1.6L 手动舒适版,海马福美来,2010款,1.80,8.30,2009-08,14.66万公里,潍坊,国四,手动,3000元（车价x4%，最低3000元） ,海马汽车,紧凑型车,1.6L 120马力 L4,5档手动变速箱(MT),4门5座三厢车,4466/1695/1410,2610,416,1180,1.6,自然吸气,L4,120,158,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2
福特锐界 2015款 2.0T GTDi 两驱精锐型,福特锐界,2015款,21.20,27.10,2015-11,2.9万公里,烟台,国五,自动,8480元（车价x4%，最低3500元） ,长安福特,中型SUV,2.0T 245马力 L4,6档手自一体变速箱(AT),5门5座SUV,4878/1925/1734,2850,947-20,1845,2.0,涡轮增压,L4,245,350,汽油,92号,直喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,245/60 R18,245/60 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
五菱宏光 2016款 1.5L S舒适型,五菱宏光,2016款,4.85,6.50,2016-09,0.8万公里,哈尔滨,国五,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,微面,1.5L 112马力 L4,5档手动变速箱(MT),客车,4400/1680/1770,2720,-,-,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬挂,五连杆式非独立悬架,通风盘式,鼓式,-,185/70 R14,185/70 R14,无/无,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
大众帕萨特 2013款 1.8TSI DSG尊荣版,大众帕萨特,2013款,12.80,23.80,2013-05,8.8万公里,济南,国四,自动,5120元（车价x4%，最低3500元） ,上汽大众,中型车,1.8T 160马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4870/1834/1472,2803,490,1520,1.8,涡轮增压,L4,160,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,无,标配,标配,标配,加装,标配,加装,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0
Jeep指南者 2012款 2.4L 四驱运动版(进口),Jeep指南者,2012款,13.58,26.70,2012-12,9.39万公里,潍坊增补,国四,自动,5432元（车价x4%，最低3500元） ,Jeep(进口),紧凑型SUV,2.4L 170马力 L4,6档无级变速箱(CVT),5门5座SUV,4448/1812/1663,2635,458,1558,2.4,自然吸气,L4,170,225,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
荣威550 2014款 550S 1.8L 自动智选版,荣威550,2014款,8.18,14.10,2014-08,0.7万公里,哈尔滨,国四,自动,3500元（车价x4%，最低3500元） ,上汽集团,紧凑型车,1.8L 133马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4648/1827/1483,2705,452,-,1.8,自然吸气,L4,133,170,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斯柯达明锐 2012款 1.6L 手动逸杰版,斯柯达明锐,2012款,6.50,13.90,2013-04,6.4万公里,烟台,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),5门5座掀背车,4569/1769/1462,2578,560-13,1285,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1
起亚K4 2015款 1.8L 自动GLS Special,起亚K4,2015款,11.56,16.30,2016-04,1.77万公里,烟台,国四,自动,4624元（车价x4%，最低3500元） ,东风悦达起亚,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4720/1815/1465,2770,525,1395,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,无,标配,标配,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
欧宝雅特 2007款 1.8 TWINTOP 硬顶敞篷,欧宝雅特,2007款,8.00,39.10,2008-05,11.8万公里,潍坊,国四,自动,3500元（车价x4%，最低3500元） ,欧宝,紧凑型车,1.8L 140马力 L4,4档自动变速箱(AT),2门4座硬顶敞篷车,4476/1759/1411,2614,205-44,1515,1.8,自然吸气,L4,140,175,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,无,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1
北汽威旺306 2011款 1.3L基本型7座,北汽威旺306,2011款,1.75,4.00,2013-03,3.3万公里,日照,国四,手动,3000元（车价x4%，最低3000元） ,北京汽车,微面,1.3L 82马力 L4,5档手动变速箱(MT),客车,4030/1636/1907,2700,-,-,1.3,自然吸气,L4,82,102,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,标配,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
长安奔奔mini 2012款 1.0L 手动亲情版 国IV,长安奔奔mini,2012款,1.50,4.00,2012-11,2.55万公里,临沂,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微型车,1.0L 69马力 L4,5档手动变速箱(MT),5门5座两厢车,3580/1570/1490,2345,-,900,1.0,自然吸气,L4,69,91,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,非独立车轴式，螺旋弹簧悬架,通风盘式,鼓式,-,155/65 R13,155/65 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0
