总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测
众泰T600 2016款 1.5T 手动豪华型,众泰T600,2016款,6.50,9.40,2016-04,1.71万公里,洛阳,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,中型SUV,1.5T 162马力 L4,5档手动变速箱(MT),5门5座SUV,4631/1893/1694,2807,344,1541,1.5,涡轮增压,L4,162,215,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/65 R17,235/65 R17,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0
福特翼虎 2013款 1.6L GTDi 两驱风尚型,福特翼虎,2013款,14.00,23.60,2014-05,4.7万公里,焦作,国四,自动,5600元（车价x4%，最低3500元） ,长安福特,紧凑型SUV,1.6T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4524/1838/1685,2690,-,1592,1.6,涡轮增压,L4,177,240,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
本田杰德 2013款 1.8L 自动舒适版 5座,本田杰德,2013款,11.30,16.30,2015-01,2.3万公里,洛阳,国四,自动,4520元（车价x4%，最低3500元） ,东风本田,紧凑型车,1.8L 141马力 L4,5档自动变速箱(AT),5门5座两厢车,4660/1775/1500,2760,-,1423,1.8,自然吸气,L4,141,174,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
雪佛兰科鲁兹 2009款 1.6L SE MT,雪佛兰科鲁兹,2009款,4.20,13.00,2010-07,4.91万公里,呼和浩特,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0
福特福克斯 2009款 两厢 1.8L 手动舒适型,福特福克斯,2009款,3.70,12.90,2009-01,4.82万公里,呼和浩特,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),5门5座两厢车,4342/1840/1500,2640,385-12,1321,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
中华V5 2012款 1.6L 手动舒适型,中华V5,2012款,5.20,11.90,2012-12,7.7万公里,呼和浩特,国四,手动,3500元（车价x4%，最低3500元） ,华晨中华,紧凑型SUV,1.6L 118马力 L4,5档手动变速箱(MT),5门5座SUV,4405/1800/1627,2630,430-12,-,1.6,自然吸气,L4,118,151,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,后H型纵向摆臂式,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,无,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
丰田威驰 2010款 1.3L GL-i MT,丰田威驰,2010款,3.68,9.90,2011-01,10.22万公里,呼和浩特,国四,手动,3500元（车价x4%，最低3500元） ,一汽丰田,小型车,1.3L 86马力 L4,5档手动变速箱(MT),4门5座三厢车,4300/1690/1490,2550,475,1070,1.3,自然吸气,L4,86,121,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
长安逸动 2014款 1.6L 手动豪华型,长安逸动,2014款,4.80,8.70,2014-10,3.35万公里,洛阳,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1820/1490,2660,510,1323,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
大众朗逸 2011款 1.6L 手动品悠版,大众朗逸,2011款,4.50,12.20,2010-10,6.06万公里,洛阳,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4608/1743/1465,2610,472,1245,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
大众高尔夫 2012款 2.0TSI GTI,大众高尔夫,2012款,12.87,25.60,2012-03,6.44万公里,呼和浩特,国四,自动,5148元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,2.0T 200马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4213/1786/1469,2578,350-13,1460,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
别克凯越 2013款 1.5L 自动尊享型,别克凯越,2013款,5.89,12.60,2014-02,3.7万公里,洛阳,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4515/1725/1445,2600,405,1230,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
比亚迪S6 2013款 白金版 2.0L 手动精英型,比亚迪S6,2013款,4.60,9.80,2013-06,4.5万公里,大同,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.0L 140马力 L4,5档手动变速箱(MT),5门5座SUV,4810/1855/1680,2720,1084-2,1620,2.0,自然吸气,L4,140,186,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,标配,无,无,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
斯柯达晶锐 2012款 1.4L 手动晶灵版,斯柯达晶锐,2012款,4.20,9.50,2013-08,2.2万公里,洛阳,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,小型车,1.4L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,4003/1642/1500,2465,300-11,1100,1.4,自然吸气,L4,86,132,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架+横向稳定杆,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
雪铁龙C2 2013款 CROSS 1.4L 手动运动型,雪铁龙C2,2013款,3.50,8.30,2013-10,4.6万公里,呼和浩特,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,小型车,1.4L 76马力 L4,5档手动变速箱(MT),5门5座两厢车,3878/1676/1438,2443,245-11,1040,1.4,自然吸气,L4,76,120,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向摆臂型独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1
起亚智跑 2012款 2.0L 自动两驱版GL,起亚智跑,2012款,10.80,19.40,2013-06,4.7万公里,洛阳,国四,自动,4320元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型SUV,2.0L 165马力 L4,6档手自一体变速箱(AT),5门5座SUV,4440/1855/1635,2640,-,1423,2.0,自然吸气,L4,165,196,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/70 R16,215/70 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
雪佛兰创酷 2014款 1.4T 自动两驱豪华型,雪佛兰创酷,2014款,9.10,14.50,2015-09,1.95万公里,呼和浩特,国五,自动,3640元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型SUV,1.4T 140马力 L4,6档手自一体变速箱(AT),5门5座SUV,4248/1776/1674,2555,356-13,1410,1.4,涡轮增压,L4,140,200,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R18,215/55 R18,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北汽幻速S3 2014款 1.5L 豪华型 国IV,北汽幻速S3,2014款,4.50,7.50,2015-04,2万公里,晋中,国四,手动,3500元（车价x4%，最低3500元） ,北汽银翔,紧凑型SUV,1.5L 113马力 L4,5档手动变速箱(MT),5门7座SUV,4380/1730/1720,2685,-,1335,1.5,自然吸气,L4,113,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,五连杆后悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
